0,1,2,3,4,5,6,7,8
CN250230,25,023,"Plymouth County, MA",2009,260676,235497,25179,9.7
CN250250,25,025,"Suffolk County, MA",2009,361350,327847,33503,9.3
CN250270,25,027,"Worcester County, MA",2009,402864,362098,40766,10.1
CN260010,26,001,"Alcona County, MI",2009,4384,3654,730,16.7
CN260030,26,003,"Alger County, MI",2009,4249,3738,511,12
PA260800,26,005,"Allegan County, MI",2009,54344,47174,7170,13.2
CN260070,26,007,"Alpena County, MI",2009,15067,12979,2088,13.9
CN260090,26,009,"Antrim County, MI",2009,11977,10219,1758,14.7
CN260110,26,011,"Arenac County, MI",2009,7883,6639,1244,15.8
CN260130,26,013,"Baraga County, MI",2009,4498,3405,1093,24.3
CN260150,26,015,"Barry County, MI",2009,28725,25714,3011,10.5
PS260070,26,017,"Bay County, MI",2009,53598,46988,6610,12.3
CN260190,26,019,"Benzie County, MI",2009,8817,7757,1060,12
PA262150,26,021,"Berrien County, MI",2009,76954,66556,10398,13.5
CN260230,26,023,"Branch County, MI",2009,21821,18769,3052,14
CN260250,26,025,"Calhoun County, MI",2009,66597,58337,8260,12.4
CN260270,26,027,"Cass County, MI",2009,25498,22586,2912,11.4
CN260290,26,029,"Charlevoix County, MI",2009,14041,12092,1949,13.9
CN260310,26,031,"Cheboygan County, MI",2009,11698,10693,1005,8.6
CN260330,26,033,"Chippewa County, MI",2009,17395,15370,2025,11.6
CN260350,26,035,"Clare County, MI",2009,12955,10775,2180,16.8
PA261950,26,037,"Clinton County, MI",2009,35872,32501,3371,9.4
CN260390,26,039,"Crawford County, MI",2009,6254,5400,854,13.7
CN260410,26,041,"Delta County, MI",2009,19650,17399,2251,11.5
CN260430,26,043,"Dickinson County, MI",2009,14116,12421,1695,12
CN260450,26,045,"Eaton County, MI",2009,56590,50743,5847,10.3
CN260470,26,047,"Emmet County, MI",2009,20046,17607,2439,12.2
CN260490,26,049,"Genesee County, MI",2009,189658,159764,29894,15.8
CN260510,26,051,"Gladwin County, MI",2009,10518,8784,1734,16.5
CN260530,26,053,"Gogebic County, MI",2009,7372,6391,981,13.3
PA262300,26,055,"Grand Traverse County, MI",2009,48825,42961,5864,12
CN260570,26,057,"Gratiot County, MI",2009,19018,16422,2596,13.7
CN260590,26,059,"Hillsdale County, MI",2009,20911,17321,3590,17.2
CN260610,26,061,"Houghton County, MI",2009,17029,15289,1740,10.2
CN260630,26,063,"Huron County, MI",2009,15650,13339,2311,14.8
CN260650,26,065,"Ingham County, MI",2009,147911,130745,17166,11.6
PA262250,26,067,"Ionia County, MI",2009,29152,25232,3920,13.4
CN260690,26,069,"Iosco County, MI",2009,11101,9284,1817,16.4
CN260710,26,071,"Iron County, MI",2009,5669,5007,662,11.7
PA262000,26,073,"Isabella County, MI",2009,38654,35376,3278,8.5
PA261300,26,075,"Jackson County, MI",2009,73828,62804,11024,14.9
CN260770,26,077,"Kalamazoo County, MI",2009,128413,114009,14404,11.2
CN260790,26,079,"Kalkaska County, MI",2009,8756,7506,1250,14.3
CN260810,26,081,"Kent County, MI",2009,308580,272428,36152,11.7
CN260830,26,083,"Keweenaw County, MI",2009,999,880,119,11.9
CN260850,26,085,"Lake County, MI",2009,3759,3103,656,17.5
PA261050,26,087,"Lapeer County, MI",2009,42633,34921,7712,18.1
CN260890,26,089,"Leelanau County, MI",2009,11063,10070,993,9
PA261350,26,091,"Lenawee County, MI",2009,47644,39995,7649,16.1
PS260530,26,093,"Livingston County, MI",2009,89095,76989,12106,13.6
CN260950,26,095,"Luce County, MI",2009,2716,2358,358,13.2
CN260970,26,097,"Mackinac County, MI",2009,6829,6414,415,6.1
CN260990,26,099,"Macomb County, MI",2009,409201,335204,73997,18.1
CN261010,26,101,"Manistee County, MI",2009,11622,10153,1469,12.6
PA261650,26,103,"Marquette County, MI",2009,35310,31746,3564,10.1
CN261050,26,105,"Mason County, MI",2009,14925,12995,1930,12.9
CN261070,26,107,"Mecosta County, MI",2009,19491,16955,2536,13
CN261090,26,109,"Menominee County, MI",2009,13053,11422,1631,12.5
PA261700,26,111,"Midland County, MI",2009,42316,37996,4320,10.2
CN261130,26,113,"Missaukee County, MI",2009,6060,5149,911,15
PS260650,26,115,"Monroe County, MI",2009,74346,63761,10585,14.2
CN261170,26,117,"Montcalm County, MI",2009,25934,21373,4561,17.6
CN261190,26,119,"Montmorency County, MI",2009,4037,3276,761,18.9
CN261210,26,121,"Muskegon County, MI",2009,87762,73694,14068,16
CN261230,26,123,"Newaygo County, MI",2009,21935,18916,3019,13.8
PS260750,26,125,"Oakland County, MI",2009,597767,504760,93007,15.6
CN261270,26,127,"Oceana County, MI",2009,14221,12058,2163,15.2
CN261290,26,129,"Ogemaw County, MI",2009,9760,8524,1236,12.7
CN261310,26,131,"Ontonagon County, MI",2009,3197,2757,440,13.8
CN261330,26,133,"Osceola County, MI",2009,9172,7765,1407,15.3
CN261350,26,135,"Oscoda County, MI",2009,4004,3239,765,19.1
CN261370,26,137,"Otsego County, MI",2009,11826,10090,1736,14.7
PS260800,26,139,"Ottawa County, MI",2009,128606,112130,16476,12.8
CN261410,26,141,"Presque Isle County, MI",2009,6095,5117,978,16
CN261430,26,143,"Roscommon County, MI",2009,10136,8661,1475,14.6
CN261450,26,145,"Saginaw County, MI",2009,90445,78787,11658,12.9
PS260850,26,147,"St. Clair County, MI",2009,81112,65694,15418,19
PA261850,26,149,"St. Joseph County, MI",2009,30613,26363,4250,13.9
CN261510,26,151,"Sanilac County, MI",2009,20324,16704,3620,17.8
CN261530,26,153,"Schoolcraft County, MI",2009,3845,3357,488,12.7
PA261100,26,155,"Shiawassee County, MI",2009,34166,28968,5198,15.2
CN261570,26,157,"Tuscola County, MI",2009,26908,22530,4378,16.3
PA261750,26,159,"Van Buren County, MI",2009,38536,33431,5105,13.2
CN261610,26,161,"Washtenaw County, MI",2009,175570,159176,16394,9.3
CN261630,26,163,"Wayne County, MI",2009,870622,711725,158897,18.3
CN261650,26,165,"Wexford County, MI",2009,14078,11496,2582,18.3
CN270010,27,001,"Aitkin County, MN",2009,7823,7189,634,8.1
PA270150,27,003,"Anoka County, MN",2009,191660,176455,15205,7.9
CN270050,27,005,"Becker County, MN",2009,16725,15648,1077,6.4
CN270070,27,007,"Beltrami County, MN",2009,21478,19941,1537,7.2
CN270090,27,009,"Benton County, MN",2009,22807,21218,1589,7
CN270110,27,011,"Big Stone County, MN",2009,2801,2675,126,4.5
PA270450,27,013,"Blue Earth County, MN",2009,37095,34771,2324,6.3
CN270150,27,015,"Brown County, MN",2009,15157,14330,827,5.5
CN270170,27,017,"Carlton County, MN",2009,17256,16004,1252,7.3
CN270190,27,019,"Carver County, MN",2009,49997,46504,3493,7
CN270210,27,021,"Cass County, MN",2009,15084,13885,1199,7.9
CN270230,27,023,"Chippewa County, MN",2009,7201,6764,437,6.1
CN270250,27,025,"Chisago County, MN",2009,27428,25111,2317,8.4
CN270270,27,027,"Clay County, MN",2009,32917,31719,1198,3.6
CN270290,27,029,"Clearwater County, MN",2009,4475,4069,406,9.1
CN270310,27,031,"Cook County, MN",2009,3364,3205,159,4.7
CN270330,27,033,"Cottonwood County, MN",2009,6216,5894,322,5.2
CN270350,27,035,"Crow Wing County, MN",2009,34982,32389,2593,7.4
PS270050,27,037,"Dakota County, MN",2009,230969,214926,16043,6.9
CN270390,27,039,"Dodge County, MN",2009,11248,10566,682,6.1
CN270410,27,041,"Douglas County, MN",2009,21188,20002,1186,5.6
CN270430,27,043,"Faribault County, MN",2009,8090,7477,613,7.6
CN270450,27,045,"Fillmore County, MN",2009,10967,10200,767,7
CN270470,27,047,"Freeborn County, MN",2009,17032,15733,1299,7.6
CN270490,27,049,"Goodhue County, MN",2009,25856,24113,1743,6.7
CN270510,27,051,"Grant County, MN",2009,3052,2845,207,6.8
CN270530,27,053,"Hennepin County, MN",2009,661513,613237,48276,7.3
CN270550,27,055,"Houston County, MN",2009,11206,10414,792,7.1
CN270570,27,057,"Hubbard County, MN",2009,9969,9245,724,7.3
CN270590,27,059,"Isanti County, MN",2009,21681,19885,1796,8.3
CN270610,27,061,"Itasca County, MN",2009,22615,20525,2090,9.2
CN270630,27,063,"Jackson County, MN",2009,6817,6494,323,4.7
CN270650,27,065,"Kanabec County, MN",2009,7792,6989,803,10.3
CN270670,27,067,"Kandiyohi County, MN",2009,24439,23083,1356,5.5
CN270690,27,069,"Kittson County, MN",2009,2561,2427,134,5.2
CN270710,27,071,"Koochiching County, MN",2009,6679,6193,486,7.3
CN270730,27,073,"Lac qui Parle County, MN",2009,4174,3949,225,5.4
CN270750,27,075,"Lake County, MN",2009,6512,6023,489,7.5
CN270770,27,077,"Lake of the Woods County, MN",2009,2238,2084,154,6.9
CN270790,27,079,"Le Sueur County, MN",2009,14527,13271,1256,8.6
CN270810,27,081,"Lincoln County, MN",2009,3374,3223,151,4.5
CN270830,27,083,"Lyon County, MN",2009,14913,14185,728,4.9
CN270850,27,085,"McLeod County, MN",2009,22838,21015,1823,8
CN270870,27,087,"Mahnomen County, MN",2009,2419,2274,145,6
CN270890,27,089,"Marshall County, MN",2009,5289,4961,328,6.2
CN270910,27,091,"Martin County, MN",2009,11972,11142,830,6.9
CN270930,27,093,"Meeker County, MN",2009,13157,12136,1021,7.8
CN270950,27,095,"Mille Lacs County, MN",2009,12473,11161,1312,10.5
CN270970,27,097,"Morrison County, MN",2009,18097,16464,1633,9
CN270990,27,099,"Mower County, MN",2009,21094,19931,1163,5.5
CN271010,27,101,"Murray County, MN",2009,5650,5432,218,3.9
CN271030,27,103,"Nicollet County, MN",2009,19623,18432,1191,6.1
CN271050,27,105,"Nobles County, MN",2009,11229,10725,504,4.5
CN271070,27,107,"Norman County, MN",2009,3597,3415,182,5.1
CN271090,27,109,"Olmsted County, MN",2009,81537,77029,4508,5.5
PA270650,27,111,"Otter Tail County, MN",2009,30263,28355,1908,6.3
CN271130,27,113,"Pennington County, MN",2009,9085,8577,508,5.6
CN271150,27,115,"Pine County, MN",2009,14609,13281,1328,9.1
CN271170,27,117,"Pipestone County, MN",2009,5986,5666,320,5.3
CN271190,27,119,"Polk County, MN",2009,16936,16192,744,4.4
CN271210,27,121,"Pope County, MN",2009,6126,5735,391,6.4
CN271230,27,123,"Ramsey County, MN",2009,273259,253045,20214,7.4
CN271250,27,125,"Red Lake County, MN",2009,2392,2231,161,6.7
CN271270,27,127,"Redwood County, MN",2009,8039,7545,494,6.1
CN271290,27,129,"Renville County, MN",2009,9258,8667,591,6.4
CN271310,27,131,"Rice County, MN",2009,33976,31412,2564,7.5
CN271330,27,133,"Rock County, MN",2009,5002,4745,257,5.1
CN271350,27,135,"Roseau County, MN",2009,9791,9304,487,5
CN271370,27,137,"St. Louis County, MN",2009,104807,96220,8587,8.2
CN271390,27,139,"Scott County, MN",2009,73408,68385,5023,6.8
CN271410,27,141,"Sherburne County, MN",2009,49112,45138,3974,8.1
CN271430,27,143,"Sibley County, MN",2009,9089,8495,594,6.5
PA270350,27,145,"Stearns County, MN",2009,82932,77332,5600,6.8
CN271470,27,147,"Steele County, MN",2009,21907,20213,1694,7.7
CN271490,27,149,"Stevens County, MN",2009,5605,5365,240,4.3
CN271510,27,151,"Swift County, MN",2009,5256,4908,348,6.6
CN271530,27,153,"Todd County, MN",2009,12187,11269,918,7.5
CN271550,27,155,"Traverse County, MN",2009,1608,1509,99,6.2
CN271570,27,157,"Wabasha County, MN",2009,12575,11687,888,7.1
CN271590,27,159,"Wadena County, MN",2009,6853,6253,600,8.8
CN271610,27,161,"Waseca County, MN",2009,11079,10298,781,7
PA270250,27,163,"Washington County, MN",2009,128439,119655,8784,6.8
CN271650,27,165,"Watonwan County, MN",2009,5398,4992,406,7.5
CN271670,27,167,"Wilkin County, MN",2009,3417,3255,162,4.7
CN271690,27,169,"Winona County, MN",2009,30729,28568,2161,7
PA270600,27,171,"Wright County, MN",2009,66627,61194,5433,8.2
CN271730,27,173,"Yellow Medicine County, MN",2009,6161,5845,316,5.1
CN280010,28,001,"Adams County, MS",2009,13605,12522,1083,8
CN280030,28,003,"Alcorn County, MS",2009,15192,13480,1712,11.3
CN280050,28,005,"Amite County, MS",2009,5214,4767,447,8.6
CN280070,28,007,"Attala County, MS",2009,7272,6414,858,11.8
CN280090,28,009,"Benton County, MS",2009,2876,2513,363,12.6
CN280110,28,011,"Bolivar County, MS",2009,14719,13395,1324,9
CN280130,28,013,"Calhoun County, MS",2009,5698,5147,551,9.7
CN280150,28,015,"Carroll County, MS",2009,4868,4393,475,9.8
CN280170,28,017,"Chickasaw County, MS",2009,6974,6053,921,13.2
CN280190,28,019,"Choctaw County, MS",2009,3345,2967,378,11.3
CN280210,28,021,"Claiborne County, MS",2009,3527,2998,529,15
CN280230,28,023,"Clarke County, MS",2009,7192,6471,721,10
CN280250,28,025,"Clay County, MS",2009,7560,6218,1342,17.8
CN280270,28,027,"Coahoma County, MS",2009,9752,8665,1087,11.1
CN280290,28,029,"Copiah County, MS",2009,11772,10608,1164,9.9
CN280310,28,031,"Covington County, MS",2009,8653,7987,666,7.7
PA280500,28,033,"DeSoto County, MS",2009,73506,68228,5278,7.2
PA280200,28,035,"Forrest County, MS",2009,34755,32082,2673,7.7
CN280370,28,037,"Franklin County, MS",2009,3141,2857,284,9
CN280390,28,039,"George County, MS",2009,8974,8075,899,10
CN280410,28,041,"Greene County, MS",2009,4805,4328,477,9.9
CN280430,28,043,"Grenada County, MS",2009,8938,7951,987,11
CN280450,28,045,"Hancock County, MS",2009,17542,16228,1314,7.5
CN280470,28,047,"Harrison County, MS",2009,82484,76530,5954,7.2
CN280490,28,049,"Hinds County, MS",2009,113726,104788,8938,7.9
CN280510,28,051,"Holmes County, MS",2009,7442,6210,1232,16.6
CN280530,28,053,"Humphreys County, MS",2009,4357,3912,445,10.2
CN280550,28,055,"Issaquena County, MS",2009,673,611,62,9.2
CN280570,28,057,"Itawamba County, MS",2009,10109,9137,972,9.6
CN280590,28,059,"Jackson County, MS",2009,58490,53795,4695,8
CN280610,28,061,"Jasper County, MS",2009,7180,6448,732,10.2
CN280630,28,063,"Jefferson County, MS",2009,2619,2213,406,15.5
CN280650,28,065,"Jefferson Davis County, MS",2009,5068,4533,535,10.6
PA280300,28,067,"Jones County, MS",2009,29197,27136,2061,7.1
CN280690,28,069,"Kemper County, MS",2009,4162,3735,427,10.3
CN280710,28,071,"Lafayette County, MS",2009,22477,20935,1542,6.9
CN280730,28,073,"Lamar County, MS",2009,22303,20821,1482,6.6
PA280350,28,075,"Lauderdale County, MS",2009,33643,30717,2926,8.7
CN280770,28,077,"Lawrence County, MS",2009,5330,4786,544,10.2
CN280790,28,079,"Leake County, MS",2009,8026,7324,702,8.7
PA280600,28,081,"Lee County, MS",2009,38415,34643,3772,9.8
CN280830,28,083,"Leflore County, MS",2009,13524,11949,1575,11.6
CN280850,28,085,"Lincoln County, MS",2009,13913,12691,1222,8.8
PA280450,28,087,"Lowndes County, MS",2009,25354,22767,2587,10.2
CN280890,28,089,"Madison County, MS",2009,43430,40695,2735,6.3
CN280910,28,091,"Marion County, MS",2009,10579,9508,1071,10.1
CN280930,28,093,"Marshall County, MS",2009,14846,13190,1656,11.2
CN280950,28,095,"Monroe County, MS",2009,15759,13606,2153,13.7
CN280970,28,097,"Montgomery County, MS",2009,4632,4042,590,12.7
CN280990,28,099,"Neshoba County, MS",2009,12618,11558,1060,8.4
CN281010,28,101,"Newton County, MS",2009,9189,8460,729,7.9
CN281030,28,103,"Noxubee County, MS",2009,3836,3160,676,17.6
CN281050,28,105,"Oktibbeha County, MS",2009,20655,19005,1650,8
CN281070,28,107,"Panola County, MS",2009,14835,13066,1769,11.9
CN281090,28,109,"Pearl River County, MS",2009,20985,19250,1735,8.3
CN281110,28,111,"Perry County, MS",2009,4864,4357,507,10.4
CN281130,28,113,"Pike County, MS",2009,15747,14206,1541,9.8
CN281150,28,115,"Pontotoc County, MS",2009,13253,12096,1157,8.7
CN281170,28,117,"Prentiss County, MS",2009,11293,9993,1300,11.5
CN281190,28,119,"Quitman County, MS",2009,3600,3199,401,11.1
PA280550,28,121,"Rankin County, MS",2009,69894,65964,3930,5.6
CN281230,28,123,"Scott County, MS",2009,13735,12919,816,5.9
CN281250,28,125,"Sharkey County, MS",2009,2408,2191,217,9
CN281270,28,127,"Simpson County, MS",2009,11203,10283,920,8.2
CN281290,28,129,"Smith County, MS",2009,6323,5803,520,8.2
CN281310,28,131,"Stone County, MS",2009,7328,6798,530,7.2
CN281330,28,133,"Sunflower County, MS",2009,9950,8777,1173,11.8
CN281350,28,135,"Tallahatchie County, MS",2009,5946,5359,587,9.9
CN281370,28,137,"Tate County, MS",2009,11469,10289,1180,10.3
CN281390,28,139,"Tippah County, MS",2009,9009,7883,1126,12.5
CN281410,28,141,"Tishomingo County, MS",2009,8091,7270,821,10.1
CN281430,28,143,"Tunica County, MS",2009,4298,3741,557,13
CN281450,28,145,"Union County, MS",2009,12446,11349,1097,8.8
CN281470,28,147,"Walthall County, MS",2009,6203,5567,636,10.3
PA280750,28,149,"Warren County, MS",2009,22435,20401,2034,9.1
PA280400,28,151,"Washington County, MS",2009,23228,20608,2620,11.3
CN281530,28,153,"Wayne County, MS",2009,8366,7583,783,9.4
CN281550,28,155,"Webster County, MS",2009,3666,3170,496,13.5
CN281570,28,157,"Wilkinson County, MS",2009,3776,3396,380,10.1
CN281590,28,159,"Winston County, MS",2009,8506,7223,1283,15.1
CN281610,28,161,"Yalobusha County, MS",2009,5510,4797,713,12.9
CN281630,28,163,"Yazoo County, MS",2009,9703,8687,1016,10.5
CN290010,29,001,"Adair County, MO",2009,13034,12193,841,6.5
CN290030,29,003,"Andrew County, MO",2009,10210,9430,780,7.6
CN290050,29,005,"Atchison County, MO",2009,3044,2805,239,7.9
CN290070,29,007,"Audrain County, MO",2009,12079,10968,1111,9.2
CN290090,29,009,"Barry County, MO",2009,17426,16006,1420,8.1
CN290110,29,011,"Barton County, MO",2009,4884,4312,572,11.7
CN290130,29,013,"Bates County, MO",2009,7910,7057,853,10.8
CN290150,29,015,"Benton County, MO",2009,7988,7247,741,9.3
CN290170,29,017,"Bollinger County, MO",2009,5958,5432,526,8.8
CN290190,29,019,"Boone County, MO",2009,85931,80578,5353,6.2
CN290210,29,021,"Buchanan County, MO",2009,48613,44396,4217,8.7
CN290230,29,023,"Butler County, MO",2009,20654,18999,1655,8
CN290250,29,025,"Caldwell County, MO",2009,4289,3922,367,8.6
CN290270,29,027,"Callaway County, MO",2009,22356,20569,1787,8
CN290290,29,029,"Camden County, MO",2009,22793,20983,1810,7.9
PA290700,29,031,"Cape Girardeau County, MO",2009,40115,37350,2765,6.9
CN290330,29,033,"Carroll County, MO",2009,4809,4337,472,9.8
CN290350,29,035,"Carter County, MO",2009,3058,2793,265,8.7
PA290900,29,037,"Cass County, MO",2009,50099,45232,4867,9.7
CN290390,29,039,"Cedar County, MO",2009,6151,5620,531,8.6
CN290410,29,041,"Chariton County, MO",2009,3810,3409,401,10.5
CN290430,29,043,"Christian County, MO",2009,39469,36295,3174,8
CN290450,29,045,"Clark County, MO",2009,3535,3135,400,11.3
CN290470,29,047,"Clay County, MO",2009,115484,105598,9886,8.6
CN290490,29,049,"Clinton County, MO",2009,10243,9350,893,8.7
PA290300,29,051,"Cole County, MO",2009,39123,36507,2616,6.7
CN290530,29,053,"Cooper County, MO",2009,9150,8379,771,8.4
CN290550,29,055,"Crawford County, MO",2009,11885,10619,1266,10.7
CN290570,29,057,"Dade County, MO",2009,3453,3103,350,10.1
CN290590,29,059,"Dallas County, MO",2009,7444,6743,701,9.4
CN290610,29,061,"Daviess County, MO",2009,3813,3480,333,8.7
CN290630,29,063,"DeKalb County, MO",2009,5293,4800,493,9.3
CN290650,29,065,"Dent County, MO",2009,6282,5689,593,9.4
CN290670,29,067,"Douglas County, MO",2009,5813,5244,569,9.8
CN290690,29,069,"Dunklin County, MO",2009,13772,12246,1526,11.1
PA290200,29,071,"Franklin County, MO",2009,52448,46413,6035,11.5
CN290730,29,073,"Gasconade County, MO",2009,7706,6876,830,10.8
CN290750,29,075,"Gentry County, MO",2009,3349,3122,227,6.8
CN290770,29,077,"Greene County, MO",2009,140881,129181,11700,8.3
CN290790,29,079,"Grundy County, MO",2009,5345,4977,368,6.9
CN290810,29,081,"Harrison County, MO",2009,4442,4096,346,7.8
CN290830,29,083,"Henry County, MO",2009,10537,9530,1007,9.6
CN290850,29,085,"Hickory County, MO",2009,3302,2897,405,12.3
CN290870,29,087,"Holt County, MO",2009,2680,2491,189,7.1
CN290890,29,089,"Howard County, MO",2009,5121,4698,423,8.3
CN290910,29,091,"Howell County, MO",2009,19049,17289,1760,9.2
CN290930,29,093,"Iron County, MO",2009,5470,4996,474,8.7
CN290950,29,095,"Jackson County, MO",2009,337484,300563,36921,10.9
PA290750,29,097,"Jasper County, MO",2009,56708,51923,4785,8.4
PA290150,29,099,"Jefferson County, MO",2009,115110,102962,12148,10.6
CN291010,29,101,"Johnson County, MO",2009,26284,24186,2098,8
CN291030,29,103,"Knox County, MO",2009,2223,2092,131,5.9
CN291050,29,105,"Laclede County, MO",2009,16954,15093,1861,11
CN291070,29,107,"Lafayette County, MO",2009,16266,14796,1470,9
CN291090,29,109,"Lawrence County, MO",2009,19171,17679,1492,7.8
CN291110,29,111,"Lewis County, MO",2009,5427,4977,450,8.3
CN291130,29,113,"Lincoln County, MO",2009,26244,23269,2975,11.3
CN291150,29,115,"Linn County, MO",2009,6274,5626,648,10.3
CN291170,29,117,"Livingston County, MO",2009,6960,6414,546,7.8
CN291190,29,119,"McDonald County, MO",2009,11283,10490,793,7
CN291210,29,121,"Macon County, MO",2009,7656,7050,606,7.9
CN291230,29,123,"Madison County, MO",2009,6126,5523,603,9.8
CN291250,29,125,"Maries County, MO",2009,4662,4258,404,8.7
CN291270,29,127,"Marion County, MO",2009,14496,13201,1295,8.9
CN291290,29,129,"Mercer County, MO",2009,1744,1607,137,7.9
CN291310,29,131,"Miller County, MO",2009,13014,11639,1375,10.6
CN291330,29,133,"Mississippi County, MO",2009,5713,5160,553,9.7
CN291350,29,135,"Moniteau County, MO",2009,7331,6758,573,7.8
CN291370,29,137,"Monroe County, MO",2009,4234,3767,467,11
CN291390,29,139,"Montgomery County, MO",2009,5863,5257,606,10.3
